product,RetailPrice,Unnamed: 0,energy_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,g_sum,other_carbs,reconstructed_energy,boxcox_carbohydrates_100g,transformed_carbohydrates_100g,boxcox_fat_100g,transformed_fat_100g,boxcox_proteins_100g,transformed_proteins_100g,boxcox_sugars_100g,transformed_sugars_100g,boxcox_other_carbs,transformed_other_carbs,boxcox_salt_100g,transformed_salt_100g,boxcox_energy_100g,transformed_energy_100g,boxcox_reconstructed_energy,transformed_reconstructed_energy,boxcox_g_sum,transformed_g_sum,cluster,category,certainty,alternative_cluster,alternative_category,anomaly
Raisin Nut Bran,7.16512974064,13098,1540.0,6.12,81.6,28.6,8.16,1.14,97.0,52.99999999999999,1752.36,2.8362646297003953,1.6812550673010564,-0.8813907389501835,0.0224594200527124,-0.6548479654614732,0.4965567209861924,0.4079411667855889,1.0394712014008385,1.1570960859920985,1.5521801800187265,-2.684878304838216,0.6113016997605927,1.193496201037451,0.6261676634320382,1.4068598341156149,0.863843939421214,4.846622944294866,1.3962991598411485,16,grains & flours,0.9996,6,strange cluster 6,0
Raisins,7.25445107728,5774,1343.0,0.0,78.57,71.43,0.0,0.04572,79.0,7.139999999999986,1335.6899999999998,2.7044222519781056,1.584906483334494,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,1.3177769475280403,1.7742226085690238,-0.7879273066124935,-0.1343897305656761,-4.3512632081097085,-1.0335233921236284,0.9846645720499628,0.3876997565618207,0.9734584469431296,0.371658074751257,3.631083960664127,0.7829849925206838,12,strange cluster 12,0.9999,7,gummy bears & fruit snacks,0
Guacamole,11.27460068592,214701,439.0,7.9,6.1,2.7,1.4,2.12,18.0,3.3999999999999995,419.8,-0.7182518558971511,-0.9163363595958632,-0.6909789672177904,0.1983945329305773,-1.623841396989967,-0.7856243886951609,-1.547663999780743,-0.5398068160315477,-1.216895338344216,-0.5063567607166688,-2.1426055589247412,1.146558480695388,-0.1085506187421916,-0.8606587395668945,-0.1368661238108016,-0.8892655750000806,0.0,-1.0491201606629008,4,creams & dips,1.0,6,strange cluster 6,0
Vinegar,4.03455569056,130141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.093501186750432,-1.1905633743594268,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-4.552555808837864,-1.2322116542642032,-0.8135548282143799,-1.665713409602523,-0.8135548282143799,-1.657737077276833,-0.7807535546266506,-1.443058341738797,5,water and diet drinks,1.0,12,strange cluster 12,0
Vegetable chips,13.49833546592,349598,1820.0,25.5,39.0,31.2,5.0,0.3,70.0,7.800000000000001,1691.5,0.9249366191677796,0.2844830241091307,0.3210025606922808,1.1334369555881232,-0.996594627037228,0.0443543638681356,0.4921782299476405,1.107498093730272,-0.7276925196115656,-0.0821589040817922,-3.6550680710272503,-0.3463356793251791,1.478654428318274,0.9517940348594898,1.3454071717324694,0.7940561337830148,3.042648696533566,0.4860832156938643,15,chocolate,0.9995,6,strange cluster 6,0
Mustard,4.33415320656,7795,0.0,0.0,0.0,0.0,0.0,3.048,3.0,0.0,0.0,-1.093501186750432,-1.1905633743594268,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-1.809457799874297,1.4753959493470667,-0.8135548282143799,-1.665713409602523,-0.8135548282143799,-1.657737077276833,-0.6754461909885002,-1.38992430086293,12,strange cluster 12,1.0,18,tomato sauce,0
Hot pepper sauce,6.3200697009599995,298485,33.0,0.5,0.5,0.5,0.5,9.5,11.0,0.0,35.5,-1.056733674540629,-1.1636941855706016,-1.9749907477833943,-0.9879961796552188,-1.8774760364376448,-1.1212360996514188,-2.2726895156643807,-1.1253119470713857,-1.9763648948769852,-1.1649084814431685,-0.7222989497923483,2.5484890576488577,-0.7509020178691259,-1.5941692445016291,-0.7464090853003268,-1.5814840090744755,-0.3363809452526468,-1.2188450334299354,6,strange cluster 6,1.0,4,creams & dips,1
Wasabi paste,12.5137868144,351991,1309.0,7.9,54.4,0.5,5.4,6.2,74.0,53.9,1308.9,1.6323819928856538,0.8014743069498153,-0.6909789672177904,0.1983945329305773,-0.9464235665800826,0.110741177109337,-2.2726895156643807,-1.1253119470713857,1.1794184854314165,1.5715363930954152,-1.1361946621193666,2.1399483587249564,0.9478441441735443,0.3456539687262943,0.9444748060026954,0.3387432322985865,3.302462295737702,0.6171751538384205,16,grains & flours,0.7619,6,strange cluster 6,1
Gazpacho,10.9747945176,343766,221.4,3.9,3.2,2.7,0.9,0.762,9.0,0.5,214.0,-0.8856033361974289,-1.03863450401801,-1.1842689595200275,-0.2573915231919751,-1.7560224540724452,-0.9605275912705672,-1.547663999780743,-0.5398068160315477,-1.800845185850982,-1.012711720682684,-3.0115690170486733,0.2888377361983035,-0.4304192975278834,-1.2282053151945975,-0.4428865300726963,-1.2367931157984648,-0.4266522410404338,-1.2643924534260058,4,creams & dips,1.0,6,strange cluster 6,0
Sunflower oil,4.90312086768,682,3404.0,92.0,0.5,0.5,0.5,0.01,93.0,0.0,3421.0,-1.056733674540629,-1.1636941855706016,1.6090108998947308,2.323520375764943,-1.8774760364376448,-1.1212360996514188,-2.2726895156643807,-1.1253119470713857,-1.9763648948769852,-1.1649084814431685,-4.504870428187562,-1.1851432306030891,2.9169231857276783,2.594174270838008,2.9246037155258673,2.587447293561255,4.572356030655142,1.2579146357512148,17,mayonnaise & oils,1.0,6,strange cluster 6,0
Avocado dressing,6.3062260731199995,75504,1260.0,30.0,6.67,3.33,0.0,2.03,39.0,3.34,1223.39,-0.6864020195743057,-0.8930609402482484,0.4755697304759542,1.2762526660648954,-2.0567176527571847,-1.3584102713598358,-1.4110697226637512,-0.4294980774139788,-1.2255951390761584,-0.513900537412807,-2.1817434203461277,1.107926987825883,0.8943445358937143,0.2845619796117908,0.8509251521161046,0.2325049537639072,1.1387414834112837,-0.4745550548975834,17,mayonnaise & oils,0.9707,4,creams & dips,0
Honey,9.162984776479998,135113,1197.0,0.0,80.95,76.19,0.0,0.0,81.0,4.760000000000005,1376.15,2.80802337092205,1.6606167464535793,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,1.3836529594088596,1.8274217610452672,-1.0387887970706668,-0.3519169043466257,-4.552555808837864,-1.2322116542642032,0.824772239079829,0.2051163511990816,1.016949820352684,0.4210484086560868,3.763687479507542,0.8498916222861003,12,strange cluster 12,1.0,7,gummy bears & fruit snacks,0
Rolo,10.50702323168,193453,1050.0,12.3,31.4,30.2,3.3,0.32,47.0,1.1999999999999993,1045.0,0.5659499246690574,0.0221405187984026,-0.3326748527710985,0.5294574406817685,-1.2436202612615157,-0.2825122499847812,0.4605778153516345,1.0819787092622677,-1.6142515001640363,-0.8509124862975261,-3.6165603541289255,-0.3083261781221912,0.6587086786365901,0.0154859304705834,0.6502067091224485,0.0045620275435918,1.6090737746361392,-0.2372434906934619,2,ice cream,1.0,6,strange cluster 6,0
Kit Kat,11.378536756799999,322642,2180.0,27.7,60.0,49.2,6.8,0.22,95.0,10.799999999999995,2160.5,1.884375181514317,0.9856274397515594,0.3993494812298388,1.205827303007297,-0.7881837238746003,0.3201256068839282,0.9412639704733504,1.4701639580263208,-0.4879921571980874,0.1256902253116524,-3.8261605034815673,-0.5152145052074114,1.828601813109861,1.3514040976194572,1.80535600160875,1.31639020846953,4.709206720446887,1.3269642244416198,15,chocolate,1.0,6,strange cluster 6,0
Fondant,6.01019379024,74340,1552.0,5.71,80.0,80.0,0.0,0.0,86.0,0.0,1571.27,2.7667069219792855,1.6304232576912094,-0.9308552771333358,-0.0232444197337006,-2.0567176527571847,-1.3584102713598358,1.4336154299942834,1.8677696967334887,-1.9763648948769852,-1.1649084814431685,-4.552555808837864,-1.2322116542642032,1.2059836776871344,0.6404272965785054,1.2222507095758584,0.6541953220498015,4.0979728176658,1.0185591324037802,6,strange cluster 6,1.0,7,gummy bears & fruit snacks,1
Licorice,5.465257433280001,138109,1464.0,2.5,77.5,25.0,5.0,0.28448,85.0,52.5,1495.0,2.6577437354727573,1.5507944698480307,-1.4373865242656858,-0.4912650222920403,-0.996594627037228,0.0443543638681356,0.2787911439631799,0.935174180979051,1.1445820344027875,1.5413289877141596,-3.686021321460926,-0.3768884543105579,1.113806182626291,0.5351684600015225,1.1428405148329048,0.5640143108210225,4.030804381408493,0.984668525760857,16,grains & flours,1.0,6,strange cluster 6,0
Marshmallow,5.00702972304,65099,1393.0,0.0,83.33,50.0,0.0,0.10668,83.0,33.33,1416.61,2.911321043827494,1.7361052554096652,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,0.957397319336993,1.48319268368297,0.58653868349309,1.057438085412131,-4.134352337358309,-0.8194189302949623,1.0383795797928523,0.4490377134894652,1.0601121909551705,0.4700651153971184,3.8969316497568096,0.917121500082896,12,strange cluster 12,0.9999,7,gummy bears & fruit snacks,0
Peanut bar,10.597061243679999,67203,2448.0,40.0,33.0,13.0,20.0,0.35,93.0,20.0,2381.0,0.6421829825492154,0.0778505818683016,0.7558708832403678,1.5352430346893224,0.0957658277688703,1.489775864719791,-0.3268906476398405,0.4460468482275148,0.0491489847413509,0.5914563909919898,-3.561477418614593,-0.2539559097101681,2.0789282437632304,1.6372555284665449,2.0120242519072367,1.551089945211502,4.572356030655142,1.2579146357512148,0,nuts and seeds,1.0,6,strange cluster 6,0
Gumdrops,6.64495043504,176263,1289.0,0.0,69.23,46.15,0.0,0.35814,70.0,23.080000000000005,1176.91,2.294718705223326,1.2855008046910967,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,0.8773982140670031,1.4185882172358986,0.1909165282447977,0.7143859527029147,-3.5470469579590143,-0.2397121514241047,0.9260705437931024,0.3207903743899032,0.7993805108415756,0.1739690455142405,3.042648696533566,0.4860832156938643,12,strange cluster 12,1.0,7,gummy bears & fruit snacks,0
Sixlets,9.441789635200001,149556,1795.0,21.43,71.43,71.43,0.0,0.54356,93.0,0.0,2007.2200000000005,2.391693804571329,1.3563688644425491,0.1589129879765218,0.9836707567201752,-2.0567176527571847,-1.3584102713598358,1.3177769475280403,1.7742226085690238,-1.9763648948769852,-1.1649084814431685,-3.265092350102435,0.0385945068181771,1.4536934180432133,0.9232906903109668,1.6583015468395563,1.1493899954652749,4.572356030655142,1.2579146357512148,6,strange cluster 6,1.0,15,chocolate,1
Taffy,8.24731860608,102414,1582.0,0.0,88.89,80.0,0.0,0.0,89.0,8.89,1511.13,3.151508292175422,1.911630770535713,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,1.4336154299942834,1.8677696967334887,-0.6347947367529992,-0.0016053200349432,-4.552555808837864,-1.2322116542642032,1.2370920962200995,0.6759504569808187,1.1597213930471155,0.5831848300813658,4.300389645105248,1.1206908695545392,12,strange cluster 12,1.0,7,gummy bears & fruit snacks,0
Mojito,9.884876444480001,267893,155.0,0.0,9.3,9.3,0.1,0.0,9.0,0.0,159.8,-0.5425439934523529,-0.7879314868165876,-2.174981237325089,-1.172781757941142,-2.0178675497034906,-1.3070034541164564,-0.6196565290107441,0.2096194094950333,-1.9763648948769852,-1.1649084814431685,-4.552555808837864,-1.2322116542642032,-0.5375693825435786,-1.3505615723312483,-0.5302471750012605,-1.3360029379977143,-0.4266522410404338,-1.2643924534260058,19,sweet drinks,1.0,18,tomato sauce,0
Pina Colada,7.78792062848,271237,400.0,5.3,11.7,11.6,0.2,0.07,17.0,0.0999999999999996,398.4,-0.4147688398234419,-0.6945551738970263,-0.982884731644802,-0.0713181699496977,-1.9806481518386283,-1.2577544011267328,-0.4280112599492423,0.3643853948524763,-1.9370049948091017,-1.1307787000788387,-4.2590622891012115,-0.9425153754389908,-0.1635641467829968,-0.9234794959103834,-0.1671441375119057,-0.9236503527027784,-0.0497465894978007,-1.0742203742518917,2,ice cream,0.9968,4,creams & dips,0
Energy Drink,1.1136681502399999,67682,226.0,0.0,13.75,13.33,0.0,0.18034,14.0,0.4199999999999999,233.75,-0.3076825224515507,-0.6162979760277006,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-0.3044471976311544,0.4641713898476897,-1.8258370506360877,-1.034382682233182,-3.923427936063007,-0.6112234845368665,-0.423181880641289,-1.2199408024650784,-0.4118760675135431,-1.201576543401068,-0.1957650001399752,-1.1478956418841706,12,strange cluster 12,0.9994,19,sweet drinks,0
Meringues,13.14996773808,166294,1494.0,0.0,92.86,89.29,3.57,0.2260599999999999,97.0,3.569999999999993,1639.31,3.322088003644218,2.0362880615932357,-2.174981237325089,-1.172781757941142,-1.2000030839734954,-0.224797595832683,1.5465181826960088,1.9589459926943495,-1.1926885511630627,-0.4853665561531223,-3.812108587832493,-0.5013443942845017,1.1453889333167406,0.5712332672669328,1.2922406603782002,0.7336783728046637,4.846622944294866,1.3962991598411485,7,gummy bears & fruit snacks,1.0,6,strange cluster 6,0
Sauerkraut,2.90418628288,38868,71.0,0.0,3.33,3.33,0.0,1.524,5.0,0.0,56.61,-0.8778578473225831,-1.0329742080030817,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-1.4110697226637512,-0.4294980774139788,-1.9763648948769852,-1.1649084814431685,-2.4361267253220884,0.8568349129040264,-0.681697859751209,-1.515143999077317,-0.7078028689496555,-1.5376414314118705,-0.5969045174294733,-1.3502951965992993,12,strange cluster 12,0.9873,18,tomato sauce,0
